node,handle,topic_type,topics,post_count,engagement,in_degree,out_degree,weighted_in_degree,weighted_out_degree
did:plc:yp7zrudntyeftci6h7jviagp,chrismbr.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:rd7e4s2aklxu6rwqzabjimkj,justnlife.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:vdcbnxkhfqtw4zqffeokyqo5,storyspheare.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:sjyi6cz3q24bz6hspidaalih,nxtgensport.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:go3it7uct3ypjv2enyk3dizu,sunshinecoastnews.bsky.social,tennis_only,['tennis'],1,56,0,4,0,4
did:plc:bnrisatodm3fhyyoqdzbcyt3,peterwmurphy1.bsky.social,tennis_only,['tennis'],1,53,0,0,0,0
did:plc:35esfstx32aw5bt5cbhqt363,helencarrau.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:an3usnfooegevfkn7tm43sbi,southfloridamedia.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:dbyqi3ye3r3x3r7igwmdvwma,natecochrane.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:5h7jl7evzs3snmxjc22fpf3q,shinemycrown.com,tennis_only,['tennis'],5,0,0,0,0,0
did:plc:hdffalr2f5d525m6wiywzglz,danaholtzbert.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:jo6qxj3a5qpjn2eptfxz7lbl,lucydelamour.bsky.social,tennis_only,['tennis'],1,40,0,0,0,0
did:plc:krni4bugnyot7ycymbx76i2r,did:plc:krni4bugnyot7ycymbx76i2r,mentioned_only,[],0,0,2,0,5,0
did:plc:u46h6l4loixv4ihq3zequ6ht,did:plc:u46h6l4loixv4ihq3zequ6ht,mentioned_only,[],0,0,1,0,1,0
did:plc:oj5ynylmmargb5szeajr4nev,did:plc:oj5ynylmmargb5szeajr4nev,mentioned_only,[],0,0,1,0,1,0
did:plc:aqft3skifiy2acgpumvdpncu,did:plc:aqft3skifiy2acgpumvdpncu,mentioned_only,[],0,0,1,0,1,0
did:plc:e2drs32jh5ecv5nki2bs5for,did:plc:e2drs32jh5ecv5nki2bs5for,mentioned_only,[],0,0,1,0,1,0
did:plc:evi5agatlbfmng4p54ivcjxg,did:plc:evi5agatlbfmng4p54ivcjxg,mentioned_only,[],0,0,1,0,1,0
did:plc:nukc6mheodshiiphud7knfl2,did:plc:nukc6mheodshiiphud7knfl2,mentioned_only,[],0,0,1,0,1,0
did:plc:rji2msf4lkscvud7w3potnk6,did:plc:rji2msf4lkscvud7w3potnk6,mentioned_only,[],0,0,1,0,1,0
did:plc:lutusp5rz27fifqljtd3iyno,did:plc:lutusp5rz27fifqljtd3iyno,mentioned_only,[],0,0,1,0,1,0
did:plc:azsiq6a5plbpa7ekw7pdrnum,did:plc:azsiq6a5plbpa7ekw7pdrnum,mentioned_only,[],0,0,1,0,1,0
did:plc:fr753mzicrykmvbuytq5ok4c,did:plc:fr753mzicrykmvbuytq5ok4c,mentioned_only,[],0,0,1,0,1,0
did:plc:ep7nkgq25dcoufjkhywtx6uv,did:plc:ep7nkgq25dcoufjkhywtx6uv,mentioned_only,[],0,0,1,0,1,0
did:plc:p7gdpofkiswapwrhfos7nqqd,did:plc:p7gdpofkiswapwrhfos7nqqd,mentioned_only,[],0,0,1,0,1,0
did:plc:hzcewbkoj4bxqtvdecivbptr,did:plc:hzcewbkoj4bxqtvdecivbptr,mentioned_only,[],0,0,1,0,1,0
did:plc:yyiyccuveoyqshnhgk6fd2vp,did:plc:yyiyccuveoyqshnhgk6fd2vp,mentioned_only,[],0,0,1,0,1,0
did:plc:mzjx7ogv4bbk36axsbtskqnq,did:plc:mzjx7ogv4bbk36axsbtskqnq,mentioned_only,[],0,0,1,0,1,0
did:plc:vovinwhtulbsx4mwfw26r5ni,did:plc:vovinwhtulbsx4mwfw26r5ni,mentioned_only,[],0,0,1,0,1,0
did:plc:47im5i5ptau2br4rh7lp2ryr,did:plc:47im5i5ptau2br4rh7lp2ryr,mentioned_only,[],0,0,1,0,1,0
